Order_ID,Transaction_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_Corrected,Cost,Profit_Corrected,Profit_Status
3145,1146,Women,Basketball,Air Jordan,9,2,3427.03,0.37,4318.06,01-08-2024,Retail,Pune,-479.78,4318.06,4797.84,-479.78,Loss
3146,1147,Women,Soccer,Premier III,XL,1,6110.03,0.62,2321.81,29-12-2024,Retail,Hyderabad,-1955.21,2321.81,4277.02,-1955.21,Loss
3147,1148,Kids,Training,SuperRep Go,11,2,2579.36,0.62,1960.31,01-08-2024,Online,Mumbai,-1650.79,1960.31,3611.1,-1650.79,Loss
3148,1149,Kids,Soccer,Tiempo Legend,8,3,6110.03,0.62,6965.43,01-08-2024,Retail,Bangalore,-5865.63,6965.43,12831.06,-5865.63,Loss
3149,1150,Kids,Soccer,Premier III,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3150,1151,Women,Lifestyle,Dunk Low,L,0,6110.03,0.62,0,04-10-2024,Online,Kolkata,0,0,0,0,Break-even
3151,1152,Men,Lifestyle,Air Force 1,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3152,1153,Kids,Running,Free RN,L,2,2415.31,0.62,1835.64,01-08-2024,Retail,Delhi,-1545.79,1835.64,3381.43,-1545.79,Loss
3153,1154,Women,Training,SuperRep Go,L,2,3693.3,0.62,2806.91,01-08-2024,Online,Bangalore,-2363.71,2806.91,5170.62,-2363.71,Loss
3154,1155,Kids,Running,Free RN,L,2,6110.03,0.95,611,01-08-2024,Online,Delhi,-7943.04,611,8554.04,-7943.04,Loss
3155,1156,Women,Lifestyle,Waffle One,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3156,1157,Women,Soccer,Phantom GT,XL,2,6700.68,0.62,5092.52,01-08-2024,Retail,Mumbai,-4288.43,5092.52,9380.95,-4288.43,Loss
3157,1158,Kids,Running,Pegasus Turbo,7,2,2991.75,1.21,-1256.53,01-08-2024,Online,Bangalore,-5444.98,-1256.53,4188.45,-5444.98,Loss
3158,1159,Kids,Lifestyle,Air Force 1,12,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3159,1160,Women,Running,Air Zoom,10,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3160,1161,Women,Basketball,Air Jordan,M,2,6110.03,0.62,4643.62,25-07-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
3161,1162,Men,Running,React Infinity,L,2,8369.3,0.62,6360.67,01-08-2024,Online,Hyderabad,-5356.35,6360.67,11717.02,-5356.35,Loss
3162,1163,Men,Soccer,Tiempo Legend,XL,2,6110.03,0.62,4643.62,24-02-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3163,1164,Women,Running,Free RN,L,2,8204.14,0.62,6235.15,22-06-2025,Retail,Delhi,-5250.65,6235.15,11485.8,-5250.65,Loss
3164,1165,Men,Soccer,Premier III,L,4,6110.03,0.62,9287.25,01-08-2024,Online,Bangalore,-7820.83,9287.25,17108.08,-7820.83,Loss
3165,1166,Women,Soccer,Phantom GT,XL,2,2530.29,0.29,3593.01,01-08-2024,Online,Kolkata,50.6,3593.01,3542.41,50.6,Profit
3166,1167,Men,Soccer,Premier III,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3167,1168,Women,Basketball,Zoom Freak,12,2,3212.74,0.62,2441.68,01-08-2024,Online,Hyderabad,-2056.16,2441.68,4497.84,-2056.16,Loss
3168,1169,Women,Lifestyle,Air Force 1,7,2,6125.15,0.62,4655.11,01-08-2024,Retail,Delhi,-3920.1,4655.11,8575.21,-3920.1,Loss
3169,1170,Men,Lifestyle,Blazer Mid,M,2,6110.03,1.15,-1833.01,01-08-2024,Retail,Delhi,-10387.05,-1833.01,8554.04,-10387.05,Loss
3170,1171,Men,Training,Flex Trainer,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3171,1172,Men,Lifestyle,Air Force 1,L,2,6110.03,0.62,4643.62,16-11-2023,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3172,1173,Men,Training,Metcon 7,9,2,6110.03,0.39,7454.24,14-11-2023,Retail,Pune,-1099.8,7454.24,8554.04,-1099.8,Loss
3173,1174,Women,Soccer,Premier III,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3174,1175,Men,Soccer,Phantom GT,L,2,6110.03,1.06,-733.2,01-08-2024,Online,Hyderabad,-9287.24,-733.2,8554.04,-9287.24,Loss
3175,1176,Women,Lifestyle,Dunk Low,10,2,6583.76,0.71,3818.58,01-08-2024,Retail,Mumbai,-5398.68,3818.58,9217.26,-5398.68,Loss
3176,1177,Men,Lifestyle,Blazer Mid,L,2,9352.62,0.97,561.16,01-08-2024,Retail,Bangalore,-12532.51,561.16,13093.67,-12532.51,Loss
3177,1178,Kids,Lifestyle,Air Force 1,L,3,7042.12,0.89,2323.9,01-08-2024,Online,Mumbai,-12464.55,2323.9,14788.45,-12464.55,Loss
3178,1179,Women,Training,SuperRep Go,11,2,6110.03,0.62,4643.62,01-08-2024,Retail,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
3179,1180,Women,Training,SuperRep Go,L,3,6110.03,0.36,11731.26,01-08-2024,Online,Mumbai,-1099.8,11731.26,12831.06,-1099.8,Loss
3180,1181,Men,Basketball,Zoom Freak,XL,2,6110.03,0.65,4277.02,01-08-2024,Online,Pune,-4277.02,4277.02,8554.04,-4277.02,Loss
3181,1182,Women,Running,Air Zoom,XL,1,6110.03,0.62,2321.81,01-08-2024,Retail,Delhi,-1955.21,2321.81,4277.02,-1955.21,Loss
3182,1183,Men,Soccer,Premier III,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
3183,1184,Kids,Soccer,Phantom GT,XL,2,8074.82,0.62,6136.86,01-08-2024,Retail,Mumbai,-5167.89,6136.86,11304.75,-5167.89,Loss
3184,1185,Men,Training,ZoomX Invincible,M,2,6110.03,0.42,7087.63,01-08-2024,Online,Mumbai,-1466.41,7087.63,8554.04,-1466.41,Loss
3185,1186,Kids,Training,SuperRep Go,L,2,9715.85,0.62,7384.05,01-08-2024,Online,Pune,-6218.14,7384.05,13602.19,-6218.14,Loss
3186,1187,Men,Basketball,Zoom Freak,L,2,3156.31,0.62,2398.8,16-10-2024,Retail,Delhi,-2020.03,2398.8,4418.83,-2020.03,Loss
3187,1188,Kids,Running,Air Zoom,L,0,8979.45,0.62,0,01-08-2024,Online,Hyderabad,0,0,0,0,Break-even
3188,1189,Kids,Lifestyle,Air Force 1,L,2,8024.17,0.6,6419.34,01-08-2024,Retail,Pune,-4814.5,6419.34,11233.84,-4814.5,Loss
3189,1190,Men,Basketball,LeBron 20,L,3,6730.48,0.33,13528.26,01-08-2024,Online,Kolkata,-605.75,13528.26,14134.01,-605.75,Loss
3190,1191,Women,Soccer,Phantom GT,7,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3191,1192,Kids,Soccer,Mercurial Superfly,L,4,6110.03,0.62,9287.25,01-08-2024,Retail,Pune,-7820.83,9287.25,17108.08,-7820.83,Loss
3192,1193,Kids,Running,Free RN,M,1,6110.03,0.62,2321.81,16-03-2025,Online,Pune,-1955.21,2321.81,4277.02,-1955.21,Loss
3193,1194,Kids,Running,Pegasus Turbo,11,2,8581.98,0.62,6522.3,24-02-2025,Retail,Pune,-5492.47,6522.3,12014.77,-5492.47,Loss
3194,1195,Kids,Training,SuperRep Go,M,2,6110.03,0.62,4643.62,21-10-2023,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3195,1196,Men,Lifestyle,Blazer Mid,L,1,3259.95,0.62,1238.78,01-08-2024,Retail,Delhi,-1043.18,1238.78,2281.96,-1043.18,Loss
3196,1197,Women,Training,ZoomX Invincible,11,1,6110.03,0.62,2321.81,01-08-2024,Retail,Kolkata,-1955.21,2321.81,4277.02,-1955.21,Loss
3197,1198,Men,Training,Metcon 7,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
3198,1199,Women,Running,Air Zoom,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
3199,1200,Women,Training,ZoomX Invincible,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3200,1201,Men,Soccer,Premier III,L,2,6308.83,0.62,4794.71,01-08-2024,Retail,Pune,-4037.65,4794.71,8832.36,-4037.65,Loss
3201,1202,Women,Training,Flex Trainer,L,2,9608.99,0.62,7302.83,01-08-2024,Retail,Mumbai,-6149.76,7302.83,13452.59,-6149.76,Loss
3202,1203,Kids,Running,Pegasus Turbo,10,2,8926.14,0.62,6783.87,01-08-2024,Online,Bangalore,-5712.73,6783.87,12496.6,-5712.73,Loss
3203,1204,Women,Training,SuperRep Go,11,2,6110.03,1.17,-2077.41,01-08-2024,Retail,Pune,-10631.45,-2077.41,8554.04,-10631.45,Loss
3204,1205,Men,Soccer,Phantom GT,L,2,6110.03,0.18,10020.45,09-12-2024,Online,Kolkata,1466.41,10020.45,8554.04,1466.41,Profit
2002,1206,Women,Lifestyle,Dunk Low,7,2,6110.03,0.24,9287.25,11-12-2024,Online,Delhi,733.21,9287.25,8554.04,733.21,Profit
3206,1207,Kids,Basketball,Kyrie Flytrap,L,2,4694.72,0.58,3943.56,25-03-2024,Retail,Bangalore,-2629.05,3943.56,6572.61,-2629.05,Loss
3207,1208,Kids,Training,SuperRep Go,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3208,1209,Kids,Training,Metcon 7,L,0,6110.03,0.97,0,01-08-2024,Retail,Mumbai,0,0,0,0,Break-even
3209,1210,Women,Training,Flex Trainer,M,2,6110.03,0.17,10142.65,20-08-2024,Retail,Bangalore,1588.61,10142.65,8554.04,1588.61,Profit
3210,1211,Women,Training,SuperRep Go,M,4,6344.63,0.62,9643.84,01-08-2024,Online,Mumbai,-8121.12,9643.84,17764.96,-8121.12,Loss
3211,1212,Women,Lifestyle,Blazer Mid,L,2,8346.17,0.82,3004.62,01-08-2024,Retail,Kolkata,-8680.02,3004.62,11684.64,-8680.02,Loss
3212,1213,Kids,Soccer,Mercurial Superfly,M,4,7670.57,0.62,11659.27,05-10-2024,Retail,Kolkata,-9818.33,11659.27,21477.6,-9818.33,Loss
3213,1214,Men,Running,Air Zoom,XL,2,6110.03,0.62,4643.62,28-12-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3214,1215,Kids,Lifestyle,Dunk Low,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3215,1216,Men,Soccer,Phantom GT,XL,2,6110.03,0.62,4643.62,20-02-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3216,1217,Men,Basketball,Air Jordan,XL,2,6110.03,0.62,4643.62,14-08-2023,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
3217,1218,Men,Soccer,Tiempo Legend,6,1,4819.75,0.22,3759.4,01-08-2024,Retail,Pune,385.58,3759.4,3373.82,385.58,Profit
3218,1219,Men,Running,Air Zoom,6,2,4854.18,0.62,3689.18,01-08-2024,Retail,Kolkata,-3106.67,3689.18,6795.85,-3106.67,Loss
3219,1220,Women,Basketball,Air Jordan,XL,2,2277.83,1.04,-182.23,01-08-2024,Online,Delhi,-3371.19,-182.23,3188.96,-3371.19,Loss
3220,1221,Women,Lifestyle,Dunk Low,11,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3221,1222,Women,Basketball,LeBron 20,L,2,9682.68,0.88,2323.84,01-08-2024,Online,Pune,-11231.91,2323.84,13555.75,-11231.91,Loss
3222,1223,Kids,Basketball,Air Jordan,XL,2,5300.32,0.62,4028.24,08-10-2024,Online,Bangalore,-3392.21,4028.24,7420.45,-3392.21,Loss
3223,1224,Men,Soccer,Mercurial Superfly,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
3224,1225,Women,Soccer,Phantom GT,L,1,9872.38,0.18,8095.35,01-08-2024,Retail,Pune,1184.68,8095.35,6910.67,1184.68,Profit
3225,1226,Kids,Basketball,Kyrie Flytrap,L,2,7364.6,0.62,5597.1,20-12-2023,Retail,Kolkata,-4713.34,5597.1,10310.44,-4713.34,Loss
3226,1227,Men,Soccer,Mercurial Superfly,L,2,4585.77,0.62,3485.19,01-08-2024,Retail,Pune,-2934.89,3485.19,6420.08,-2934.89,Loss
3227,1228,Women,Training,ZoomX Invincible,7,1,6110.03,0.2,4888.02,01-08-2024,Online,Delhi,611,4888.02,4277.02,611,Profit
3228,1229,Kids,Basketball,LeBron 20,XL,2,6745.63,0.62,5126.68,01-08-2024,Retail,Bangalore,-4317.2,5126.68,9443.88,-4317.2,Loss
3229,1230,Kids,Running,Free RN,L,2,6110.03,1,0,01-08-2024,Retail,Pune,-8554.04,0,8554.04,-8554.04,Loss
3230,1231,Men,Soccer,Phantom GT,XL,2,7398.98,0.87,1923.73,01-08-2024,Retail,Delhi,-8434.84,1923.73,10358.57,-8434.84,Loss
3231,1232,Men,Lifestyle,Dunk Low,L,2,6406.53,0.9,1281.31,01-08-2024,Online,Kolkata,-7687.83,1281.31,8969.14,-7687.83,Loss
3232,1233,Kids,Lifestyle,Air Force 1,L,0,6110.03,0.62,0,11-11-2023,Online,Pune,0,0,0,0,Break-even
3233,1234,Men,Soccer,Phantom GT,M,1,4091.68,0.62,1554.84,01-08-2024,Retail,Hyderabad,-1309.34,1554.84,2864.18,-1309.34,Loss
3234,1235,Kids,Soccer,Phantom GT,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Delhi,-3910.42,4643.62,8554.04,-3910.42,Loss
3235,1236,Women,Training,SuperRep Go,L,0,6110.03,0.75,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
3236,1237,Kids,Lifestyle,Blazer Mid,L,4,6110.03,0.68,7820.84,01-08-2024,Retail,Hyderabad,-9287.24,7820.84,17108.08,-9287.24,Loss
3237,1238,Kids,Basketball,LeBron 20,L,3,5596.52,0.62,6380.03,16-08-2024,Retail,Mumbai,-5372.66,6380.03,11752.69,-5372.66,Loss
3238,1239,Women,Training,SuperRep Go,XL,1,4420.21,0.32,3005.74,01-08-2024,Retail,Mumbai,-88.41,3005.74,3094.15,-88.41,Loss
3239,1240,Men,Running,Pegasus Turbo,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
3240,1241,Kids,Basketball,Zoom Freak,9,2,8776.59,0.62,6670.21,27-05-2024,Retail,Hyderabad,-5617.02,6670.21,12287.23,-5617.02,Loss
3241,1242,Women,Basketball,LeBron 20,XL,2,7477.49,0.62,5682.89,01-08-2024,Retail,Bangalore,-4785.6,5682.89,10468.49,-4785.6,Loss
3242,1243,Men,Basketball,LeBron 20,L,2,9677.18,0.59,7935.29,01-08-2024,Retail,Bangalore,-5612.76,7935.29,13548.05,-5612.76,Loss
3243,1244,Men,Lifestyle,Air Force 1,L,3,6110.03,0.62,6965.43,01-08-2024,Retail,Pune,-5865.63,6965.43,12831.06,-5865.63,Loss
3244,1245,Women,Training,Metcon 7,M,0,6110.03,0.62,0,01-08-2024,Online,Hyderabad,0,0,0,0,Break-even
3245,1246,Women,Running,React Infinity,L,3,6110.03,0.62,6965.43,19-05-2024,Retail,Pune,-5865.63,6965.43,12831.06,-5865.63,Loss
3246,1247,Men,Running,Air Zoom,7,2,7787.74,0.62,5918.68,01-08-2024,Online,Pune,-4984.16,5918.68,10902.84,-4984.16,Loss
3247,1248,Men,Training,ZoomX Invincible,L,1,5888.37,0.62,2237.58,01-08-2024,Online,Mumbai,-1884.28,2237.58,4121.86,-1884.28,Loss
3248,1249,Women,Lifestyle,Blazer Mid,12,0,8234.91,0.62,0,24-11-2024,Online,Mumbai,0,0,0,0,Break-even
3249,1250,Kids,Lifestyle,Blazer Mid,M,1,4738.25,0.62,1800.54,01-08-2024,Online,Bangalore,-1516.23,1800.54,3316.77,-1516.23,Loss
3250,1251,Women,Lifestyle,Air Force 1,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3251,1252,Men,Soccer,Premier III,7,2,6735.33,0.62,5118.85,01-08-2024,Retail,Kolkata,-4310.61,5118.85,9429.46,-4310.61,Loss
3252,1253,Men,Basketball,Zoom Freak,10,1,6110.03,0.62,2321.81,26-03-2024,Online,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
3253,1254,Kids,Running,Air Zoom,10,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3254,1255,Women,Soccer,Mercurial Superfly,L,2,6110.03,0.51,5987.83,01-08-2024,Retail,Mumbai,-2566.21,5987.83,8554.04,-2566.21,Loss
3255,1256,Kids,Basketball,Air Jordan,XL,2,6975.67,0.62,5301.51,01-08-2024,Online,Bangalore,-4464.43,5301.51,9765.94,-4464.43,Loss
3256,1257,Men,Training,SuperRep Go,M,2,4814.32,0.62,3658.88,01-08-2024,Retail,Hyderabad,-3081.17,3658.88,6740.05,-3081.17,Loss
3257,1258,Women,Running,Free RN,7,2,7056.01,0.62,5362.57,19-01-2025,Retail,Kolkata,-4515.84,5362.57,9878.41,-4515.84,Loss
3258,1259,Men,Lifestyle,Dunk Low,M,0,6110.03,0.62,0,01-08-2024,Online,Mumbai,0,0,0,0,Break-even
3259,1260,Women,Lifestyle,Air Force 1,6,0,7305.78,0.62,0,01-08-2024,Retail,Mumbai,0,0,0,0,Break-even
3260,1261,Men,Soccer,Mercurial Superfly,7,1,6110.03,0.62,2321.81,28-06-2025,Online,Mumbai,-1955.21,2321.81,4277.02,-1955.21,Loss
3261,1262,Men,Basketball,Air Jordan,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3262,1263,Women,Basketball,LeBron 20,6,2,6110.03,0.62,4643.62,26-12-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3263,1264,Women,Running,React Infinity,L,4,6110.03,0.62,9287.25,01-08-2024,Online,Mumbai,-7820.83,9287.25,17108.08,-7820.83,Loss
3264,1265,Men,Training,Metcon 7,L,2,6110.03,0.13,10631.45,01-08-2024,Online,Bangalore,2077.41,10631.45,8554.04,2077.41,Profit
3265,1266,Women,Soccer,Mercurial Superfly,M,4,6110.03,0.62,9287.25,01-08-2024,Retail,Bangalore,-7820.83,9287.25,17108.08,-7820.83,Loss
2006,1267,Kids,Training,Flex Trainer,7,3,6110.03,0.62,6965.43,01-08-2024,Retail,Delhi,-5865.63,6965.43,12831.06,-5865.63,Loss
3267,1268,Kids,Lifestyle,Air Force 1,L,2,6110.03,0.52,5865.63,01-08-2024,Retail,Pune,-2688.41,5865.63,8554.04,-2688.41,Loss
3268,1269,Men,Soccer,Mercurial Superfly,L,2,6110.03,0.62,4643.62,11-07-2025,Retail,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
3269,1270,Women,Soccer,Mercurial Superfly,M,2,7268.31,0.62,5523.92,03-12-2024,Online,Mumbai,-4651.71,5523.92,10175.63,-4651.71,Loss
3270,1271,Kids,Lifestyle,Dunk Low,XL,2,6110.03,0.62,4643.62,03-06-2025,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3271,1272,Men,Basketball,LeBron 20,6,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3272,1273,Men,Lifestyle,Blazer Mid,8,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3273,1274,Women,Soccer,Phantom GT,M,2,5527.7,0.17,9175.98,04-02-2024,Online,Bangalore,1437.2,9175.98,7738.78,1437.2,Profit
3274,1275,Men,Training,SuperRep Go,L,3,6031.14,0.15,15379.41,01-08-2024,Retail,Hyderabad,2714.02,15379.41,12665.39,2714.02,Profit
3275,1276,Women,Soccer,Premier III,L,4,6110.03,0.62,9287.25,01-08-2024,Retail,Hyderabad,-7820.83,9287.25,17108.08,-7820.83,Loss
2046,1277,Men,Soccer,Tiempo Legend,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3277,1278,Men,Training,SuperRep Go,L,4,6110.03,0.62,9287.25,01-08-2024,Online,Bangalore,-7820.83,9287.25,17108.08,-7820.83,Loss
3278,1279,Kids,Lifestyle,Dunk Low,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3279,1280,Kids,Soccer,Mercurial Superfly,XL,4,2572.41,0.1,9260.68,01-08-2024,Retail,Delhi,2057.93,9260.68,7202.75,2057.93,Profit
3280,1281,Kids,Training,SuperRep Go,XL,2,7709.7,0.62,5859.37,12-10-2024,Online,Mumbai,-4934.21,5859.37,10793.58,-4934.21,Loss
3281,1282,Men,Soccer,Mercurial Superfly,L,2,6075.6,0.62,4617.46,01-08-2024,Retail,Pune,-3888.38,4617.46,8505.84,-3888.38,Loss
3282,1283,Kids,Basketball,Air Jordan,XL,4,6110.03,0.23,18818.89,19-05-2024,Retail,Delhi,1710.81,18818.89,17108.08,1710.81,Profit
3283,1284,Men,Soccer,Premier III,XL,2,6110.03,0.62,4643.62,01-08-2024,Online,Mumbai,-3910.42,4643.62,8554.04,-3910.42,Loss
3284,1285,Women,Running,Free RN,L,4,5776.74,0.62,8780.64,20-08-2024,Online,Kolkata,-7394.23,8780.64,16174.87,-7394.23,Loss
3285,1286,Men,Training,Metcon 7,XL,4,6110.03,0.62,9287.25,01-08-2024,Online,Hyderabad,-7820.83,9287.25,17108.08,-7820.83,Loss
3286,1287,Kids,Basketball,LeBron 20,L,0,4323.86,0.62,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
3287,1288,Kids,Running,Free RN,L,2,6110.03,1.02,-244.4,01-08-2024,Retail,Mumbai,-8798.44,-244.4,8554.04,-8798.44,Loss
3288,1289,Kids,Lifestyle,Dunk Low,10,4,6110.03,0.62,9287.25,01-08-2024,Retail,Delhi,-7820.83,9287.25,17108.08,-7820.83,Loss
3289,1290,Men,Training,Metcon 7,M,2,6110.03,0.62,4643.62,01-08-2024,Online,Pune,-3910.42,4643.62,8554.04,-3910.42,Loss
3290,1291,Kids,Lifestyle,Air Force 1,XL,2,7377.71,0.62,5607.06,01-08-2024,Online,Pune,-4721.73,5607.06,10328.79,-4721.73,Loss
3291,1292,Women,Running,Free RN,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3292,1293,Women,Training,Metcon 7,M,2,6110.03,0.62,4643.62,23-05-2025,Online,Hyderabad,-3910.42,4643.62,8554.04,-3910.42,Loss
3293,1294,Kids,Lifestyle,Blazer Mid,L,2,6110.03,0.62,4643.62,01-08-2024,Online,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3294,1295,Women,Basketball,LeBron 20,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Kolkata,-3910.42,4643.62,8554.04,-3910.42,Loss
3295,1296,Women,Training,SuperRep Go,10,2,2983.6,0.62,2267.54,01-08-2024,Online,Delhi,-1909.5,2267.54,4177.04,-1909.5,Loss
2021,1297,Kids,Running,React Infinity,12,4,6110.03,0.62,9287.25,01-08-2024,Online,Hyderabad,-7820.83,9287.25,17108.08,-7820.83,Loss
3297,1298,Men,Lifestyle,Air Force 1,L,2,5875.99,0.62,4465.75,01-08-2024,Online,Delhi,-3760.64,4465.75,8226.39,-3760.64,Loss
3298,1299,Men,Training,ZoomX Invincible,L,4,9716.03,0.62,14768.37,01-08-2024,Online,Mumbai,-12436.51,14768.37,27204.88,-12436.51,Loss
3299,1300,Men,Basketball,Kyrie Flytrap,L,2,6110.03,0.68,3910.42,01-08-2024,Retail,Bangalore,-4643.62,3910.42,8554.04,-4643.62,Loss
3300,1301,Women,Basketball,Air Jordan,L,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3301,1302,Women,Lifestyle,Waffle One,L,0,4492.46,0.62,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
3302,1303,Women,Soccer,Tiempo Legend,M,2,6226.74,0.62,4732.32,01-08-2024,Retail,Pune,-3985.12,4732.32,8717.44,-3985.12,Loss
3303,1304,Kids,Soccer,Tiempo Legend,9,2,6380.5,0.62,4849.18,19-10-2024,Online,Kolkata,-4083.52,4849.18,8932.7,-4083.52,Loss
3304,1305,Women,Running,React Infinity,M,2,6110.03,0.65,4277.02,01-08-2024,Online,Mumbai,-4277.02,4277.02,8554.04,-4277.02,Loss
3305,1306,Kids,Running,Free RN,L,2,4216.14,0.62,3204.27,17-10-2024,Retail,Hyderabad,-2698.33,3204.27,5902.6,-2698.33,Loss
3306,1307,Kids,Basketball,LeBron 20,L,2,6110.03,0.25,9165.04,01-08-2024,Retail,Mumbai,611,9165.04,8554.04,611,Profit
3307,1308,Women,Soccer,Mercurial Superfly,M,2,7127.99,0.62,5417.27,01-08-2024,Online,Mumbai,-4561.92,5417.27,9979.19,-4561.92,Loss
3308,1309,Men,Training,ZoomX Invincible,L,0,6110.03,0.85,0,01-08-2024,Online,Bangalore,0,0,0,0,Break-even
3309,1310,Men,Lifestyle,Air Force 1,L,2,5594.08,0.62,4251.5,12-09-2023,Retail,Hyderabad,-3580.21,4251.5,7831.71,-3580.21,Loss
3310,1311,Women,Running,Free RN,M,4,6110.03,0.21,19307.69,18-04-2025,Retail,Kolkata,2199.61,19307.69,17108.08,2199.61,Profit
3311,1312,Kids,Soccer,Premier III,M,0,6110.03,0.04,0,01-08-2024,Online,Delhi,0,0,0,0,Break-even
3312,1313,Women,Basketball,Zoom Freak,M,1,8069.3,0.62,3066.33,01-08-2024,Retail,Pune,-2582.18,3066.33,5648.51,-2582.18,Loss
3313,1314,Kids,Basketball,Kyrie Flytrap,8,0,9460.52,0.62,0,01-08-2024,Retail,Hyderabad,0,0,0,0,Break-even
3314,1315,Men,Training,ZoomX Invincible,9,2,7050.14,0.62,5358.11,01-08-2024,Retail,Hyderabad,-4512.09,5358.11,9870.2,-4512.09,Loss
3315,1316,Women,Training,Metcon 7,XL,2,6110.03,0.62,4643.62,01-08-2024,Retail,Bangalore,-3910.42,4643.62,8554.04,-3910.42,Loss
3316,1317,Women,Running,React Infinity,L,2,6110.03,1.02,-244.4,25-04-2024,Online,Bangalore,-8798.44,-244.4,8554.04,-8798.44,Loss
3317,1318,Kids,Basketball,Air Jordan,10,3,6110.03,0.62,6965.43,01-08-2024,Online,Hyderabad,-5865.63,6965.43,12831.06,-5865.63,Loss
